-52.6266885282	4.1415072134	0.0302951105
-52.6266885282	6.2869083033	0.0312289423
-48.8768166357	-6.5854982363	0.0270001853
-48.8768166357	-4.4400971464	0.0266220536
-48.8768166357	-2.2946960565	0.0258616229
-48.8768166357	-0.1492949665	0.0250339214
-48.8768166357	1.9961061234	0.0244539771
-48.8768166357	4.1415072134	0.0244368183
-48.8768166357	6.2869083033	0.0252974732
-45.1269447432	-6.5854982363	0.0214625302
-45.1269447432	-4.4400971464	0.0213320485
-45.1269447432	-2.2946960565	0.0206763050
-45.1269447432	-0.1492949665	0.0198232327
-45.1269447432	1.9961061234	0.0191007649
-45.1269447432	4.1415072134	0.0188368346
-45.1269447432	6.2869083033	0.0193593748
-41.3770728507	-6.5854982363	0.0155701291
-41.3770728507	-4.4400971464	0.0157377443
-41.3770728507	-2.2946960565	0.0152941177
-41.3770728507	-0.1492949665	0.0145396795
-41.3770728507	1.9961061234	0.0137748600
-41.3770728507	4.1415072134	0.0133000897
-41.3770728507	6.2869083033	0.0134157987
-37.6272009582	-6.5854982363	0.0095992456
-37.6272009582	-4.4400971464	0.0099662842
-37.6272009582	-2.2946960565	0.0096704752
-37.6272009582	-0.1492949665	0.0089918907
-37.6272009582	1.9961061234	0.0082106026
-37.6272009582	4.1415072134	0.0076066831
-37.6272009582	6.2869083033	0.0074602042
-33.8773290656	-6.5854982363	0.0037262993
-33.8773290656	-4.4400971464	0.0040856449
-33.8773290656	-2.2946960565	0.0037452982
-33.8773290656	-0.1492949665	0.0030076617
-33.8773290656	1.9961061234	0.0021751377
-33.8773290656	4.1415072134	0.0015501285
-33.8773290656	6.2869083033	0.0014350365
-30.1274571731	-6.5854982363	-0.0022716673
-30.1274571731	-4.4400971464	-0.0020728619
-30.1274571731	-2.2946960565	-0.0026034662
-30.1274571731	-0.1492949665	-0.0035085470
-30.1274571731	1.9961061234	-0.0044331711
-30.1274571731	4.1415072134	-0.0050224053
-30.1274571731	6.2869083033	-0.0049213165
-26.3775852806	-6.5854982363	-0.0087174561
-26.3775852806	-4.4400971464	-0.0087370909
-26.3775852806	-2.2946960565	-0.0095133647
-26.3775852806	-0.1492949665	-0.0106331090
-26.3775852806	1.9961061234	-0.0116831555
-26.3775852806	4.1415072134	-0.0122503355
-26.3775852806	6.2869083033	-0.0119214808
-22.6277133881	-6.5854982363	-0.0159291406
-22.6277133881	-4.4400971464	-0.0161402015
-22.6277133881	-2.2946960565	-0.0171373111
-22.6277133881	-0.1492949665	-0.0184653852
-22.6277133881	1.9961061234	-0.0196693399
-22.6277133881	4.1415072134	-0.0202940910
-22.6277133881	6.2869083033	-0.0198845543
-18.8778414956	-6.5854982363	-0.0241698294
-18.8778414956	-4.4400971464	-0.0245770210
-18.8778414956	-2.2946960565	-0.0258068647
-18.8778414956	-0.1492949665	-0.0273719658
-18.8778414956	1.9961061234	-0.0287849294
-18.8778414956	4.1415072134	-0.0295583605
-18.8778414956	6.2869083033	-0.0292048643
-15.1279696031	-6.5854982363	-0.0336671694
-15.1279696031	-4.4400971464	-0.0343821623
-15.1279696031	-2.2946960565	-0.0359688403
-15.1279696031	-0.1492949665	-0.0378918470
-15.1279696031	1.9961061234	-0.0396158257
-15.1279696031	4.1415072134	-0.0406054201
-15.1279696031	6.2869083033	-0.0403252734
-11.3780977105	-6.5854982363	-0.0446316634
-11.3780977105	-4.4400971464	-0.0458716682
-11.3780977105	-2.2946960565	-0.0480501884
-11.3780977105	-0.1492949665	-0.0505430169
-11.3780977105	1.9961061234	-0.0527259463
-11.3780977105	4.1415072134	-0.0539747695
-11.3780977105	6.2869083033	-0.0536652793
-7.6282258180	-6.5854982363	-0.0562806075
-7.6282258180	-4.4400971464	-0.0582075773
-7.6282258180	-2.2946960565	-0.0611707615
-7.6282258180	-0.1492949665	-0.0644105747
-7.6282258180	1.9961061234	-0.0671674313
-7.6282258180	4.1415072134	-0.0686817457
-7.6282258180	6.2869083033	-0.0681939324
-3.8783539255	-6.5854982363	-0.0662918275
-3.8783539255	-4.4400971464	-0.0687632216
-3.8783539255	-2.2946960565	-0.0724244101
-3.8783539255	-0.1492949665	-0.0763586420
-3.8783539255	1.9961061234	-0.0796491667
-3.8783539255	4.1415072134	-0.0813792331
-3.8783539255	6.2869083033	-0.0806320907
-0.1284820330	-6.5854982363	-0.0722107219
-0.1284820330	-4.4400971464	-0.0747580661
-0.1284820330	-2.2946960565	-0.0787307046
-0.1284820330	-0.1492949665	-0.0830602884
-0.1284820330	1.9961061234	-0.0866784681
-0.1284820330	4.1415072134	-0.0885168947
-0.1284820330	6.2869083033	-0.0875072190
3.6213898595	-6.5854982363	-0.0723401425
3.6213898595	-4.4400971464	-0.0742902573
3.6213898595	-2.2946960565	-0.0779837699
3.6213898595	-0.1492949665	-0.0822337342
3.6213898595	1.9961061234	-0.0858532041
3.6213898595	4.1415072134	-0.0876552335
3.6213898595	6.2869083033	-0.0864528761
7.3712617521	-6.5854982363	-0.0680127547
7.3712617521	-4.4400971464	-0.0689726683
7.3712617521	-2.2946960565	-0.0719759463
7.3712617521	-0.1492949665	-0.0757778034
7.3712617521	1.9961061234	-0.0791334541
7.3712617521	4.1415072134	-0.0807981133
7.3712617521	6.2869083033	-0.0795269954
11.1211336446	-6.5854982363	-0.0613186774
11.1211336446	-4.4400971464	-0.0612968538
11.1211336446	-2.2946960565	-0.0634741281
11.1211336446	-0.1492949665	-0.0666364703
11.1211336446	1.9961061234	-0.0695698504
11.1211336446	4.1415072134	-0.0710602383
11.1211336446	6.2869083033	-0.0698936041
14.8710055371	-6.5854982363	-0.0542240950
14.8710055371	-4.4400971464	-0.0535992496
14.8710055371	-2.2946960565	-0.0550724283
14.8710055371	-0.1492949665	-0.0575723907
14.8710055371	1.9961061234	-0.0600278965
14.8710055371	4.1415072134	-0.0613677054
14.8710055371	6.2869083033	-0.0605205769
18.6208774296	-6.5854982363	-0.0472544552
18.6208774296	-4.4400971464	-0.0464130346
18.6208774296	-2.2946960565	-0.0473563766
18.6208774296	-0.1492949665	-0.0492403885
18.6208774296	1.9961061234	-0.0512209776
18.6208774296	4.1415072134	-0.0524540511
18.6208774296	6.2869083033	-0.0520955163
22.3707493221	-6.5854982363	-0.0400056977
22.3707493221	-4.4400971464	-0.0391079960
22.3707493221	-2.2946960565	-0.0396156427
22.3707493221	-0.1492949665	-0.0409353963
22.3707493221	1.9961061234	-0.0424740149
22.3707493221	4.1415072134	-0.0436382571
22.3707493221	6.2869083033	-0.0438348809
26.1206212146	-6.5854982363	-0.0320624422
26.1206212146	-4.4400971464	-0.0310412714
26.1206212146	-2.2946960565	-0.0311261794
26.1206212146	-0.1492949665	-0.0319377667
26.1206212146	1.9961061234	-0.0330966338
26.1206212146	4.1415072134	-0.0342233811
26.1206212146	6.2869083033	-0.0349386091
29.8704931072	-6.5854982363	-0.0232595987
29.8704931072	-4.4400971464	-0.0219744081
29.8704931072	-2.2946960565	-0.0216367878
29.8704931072	-0.1492949665	-0.0220129644
29.8704931072	1.9961061234	-0.0228691645
29.8704931072	4.1415072134	-0.0239716145
29.8704931072	6.2869083033	-0.0250865412
33.6203649997	-6.5854982363	-0.0138200269
33.6203649997	-4.4400971464	-0.0122957889
33.6203649997	-2.2946960565	-0.0116291847
33.6203649997	-0.1492949665	-0.0116783772
33.6203649997	1.9961061234	-0.0123015296
33.6203649997	4.1415072134	-0.0133568048
33.6203649997	6.2869083033	-0.0147023659
37.3702368922	-6.5854982363	-0.0039999591
37.3702368922	-4.4400971464	-0.0024477178
37.3702368922	-2.2946960565	-0.0016481329
37.3702368922	-0.1492949665	-0.0015160745
37.3702368922	1.9961061234	-0.0019664126
37.3702368922	4.1415072134	-0.0029140174
37.3702368922	6.2869083033	-0.0042737590
41.1201087847	-6.5854982363	0.0059493639
41.1201087847	-4.4400971464	0.0071970782
41.1201087847	-2.2946960565	0.0078689032
41.1201087847	-0.1492949665	0.0080142816
41.1201087847	1.9961061234	0.0076826561
41.1201087847	4.1415072134	0.0069234692
41.1201087847	6.2869083033	0.0057861638
44.8699806772	-6.5854982363	0.0157966649
44.8699806772	-4.4400971464	0.0165441802
44.8699806772	-2.2946960565	0.0169136547
44.8699806772	-0.1492949665	0.0169426575
44.8699806772	1.9961061234	0.0166687577
44.8699806772	4.1415072134	0.0161295244
44.8699806772	6.2869083033	0.0153625267
48.6198525698	-6.5854982363	0.0253156579
48.6198525698	-4.4400971464	0.0255687463
48.6198525698	-2.2946960565	0.0255851513
48.6198525698	-0.1492949665	0.0254214269
48.6198525698	1.9961061234	0.0251341267
48.6198525698	4.1415072134	0.0247798045
48.6198525698	6.2869083033	0.0244150142
52.3697244623	-6.5854982363	0.0342895045
52.3697244623	-4.4400971464	0.0342408275
52.3697244623	-2.2946960565	0.0339697591
52.3697244623	-0.1492949665	0.0335883823
52.3697244623	1.9961061234	0.0332087801
52.3697244623	4.1415072134	0.0329430354
52.3697244623	6.2869083033	0.0329032312
56.1195963548	-6.5854982363	0.0426111956
56.1195963548	-4.4400971464	0.0424711053
56.1195963548	-2.2946960565	0.0420066272
56.1195963548	-0.1492949665	0.0414118124
56.1195963548	1.9961061234	0.0408807123
56.1195963548	4.1415072134	0.0406073779
56.1195963548	6.2869083033	0.0407858606
59.8694682473	-6.5854982363	0.0502445796
59.8694682473	-4.4400971464	0.0501319580
59.8694682473	-2.2946960565	0.0495399259
59.8694682473	-0.1492949665	0.0487506483
59.8694682473	1.9961061234	0.0480462899
59.8694682473	4.1415072134	0.0477090156
59.8694682473	6.2869083033	0.0480209903
63.6193401398	-6.5854982363	0.0571546861
63.6193401398	-4.4400971464	0.0570951256
63.6193401398	-2.2946960565	0.0564122428
63.6193401398	-0.1492949665	0.0554619982
63.6193401398	1.9961061234	0.0546003523
63.6193401398	4.1415072134	0.0541832656
63.6193401398	6.2869083033	0.0545666985
67.3692120323	-6.5854982363	0.0633065443
67.3692120323	-4.4400971464	0.0632323482
67.3692120323	-2.2946960565	0.0624661654
67.3692120323	-0.1492949665	0.0614029708
67.3692120323	1.9961061234	0.0604377390
67.3692120323	4.1415072134	0.0599654449
67.3692120323	6.2869083033	0.0603810632
71.1190839249	-6.5854982363	0.0686651838
71.1190839249	-4.4400971464	0.0684153656
71.1190839249	-2.2946960565	0.0675442811
71.1190839249	-0.1492949665	0.0664306743
71.1190839249	1.9961061234	0.0654532895
71.1190839249	4.1415072134	0.0649908708
71.1190839249	6.2869083033	0.0654221624
74.8689558174	-6.5854982363	0.0731956340
74.8689558174	-4.4400971464	0.0725159180
74.8689558174	-2.2946960565	0.0714891774
74.8689558174	-0.1492949665	0.0704022173
74.8689558174	1.9961061234	0.0695418432
74.8689558174	4.1415072134	0.0691948604
74.8689558174	6.2869083033	0.0696480743
